Trajectory ID,Mol smiles,Molality,Monomer Molecular Weight,Degree of Polymerization,Density,CONDUCTIVITY,TFSI Diffusivity,Li Diffusivity,Poly Diffusivity,Transference Number
26981,CC(C)=C(CO[Cu])COC(=O)[Au],1.4910e+0,4.0267e+2,2.6000e+1,1.3196e+0,9.5338e-5,5.5512e-8,2.6544e-8,2.8794e-8,9.2424e-2
26982,CC(CCCCNC(=O)[Au])NC(=O)CN[Cu],1.4777e+0,4.5977e+2,1.4000e+1,1.3055e+0,7.9816e-5,1.8307e-8,1.7878e-8,1.1195e-8,3.1017e-1
26983,CCC(C)C(NC(=O)[Au])C(=O)NC(C)CN[Cu],1.3609e+0,4.7379e+2,1.9000e+1,1.2720e+0,2.1042e-5,1.0254e-8,6.9095e-9,4.3760e-9,3.2181e-1
26984,CN(C(=O)C(CO[Cu])NC(=O)[Au])C(C)(C)C,1.3360e+0,4.6075e+2,3.1000e+1,1.2802e+0,2.2802e-5,1.6282e-8,8.6921e-9,6.1999e-9,1.0418e-1
26985,O=C([Au])NCCSC(=O)SCCN[Cu],1.3648e+0,4.6681e+2,1.6000e+1,1.5195e+0,4.2438e-5,8.3609e-9,9.9506e-9,9.7332e-9,4.3780e-1
26986,CC(CCSC(C)CCOC(=O)[Au])O[Cu],1.3780e+0,4.6480e+2,1.6000e+1,1.2708e+0,8.1587e-5,5.5870e-8,3.3971e-8,4.7998e-8,-6.4231e-2
26987,CC(CSCC(C)OC(=O)[Au])O[Cu],1.4800e+0,4.3675e+2,1.9000e+1,1.3230e+0,6.3876e-5,3.2606e-8,1.6839e-8,2.1665e-8,-1.3707e-1
26988,CCC(OC(=O)[Au])C(C)CO[Cu],1.4703e+0,4.0468e+2,2.6000e+1,1.2387e+0,3.0385e-5,3.4873e-8,1.3738e-8,2.2161e-8,-3.5369e-1
26989,CCC(COC(=O)[Au])NC(=O)C(C)O[Cu],1.3940e+0,4.4771e+2,1.9000e+1,1.3340e+0,3.6339e-5,1.0883e-8,8.5023e-9,7.6195e-9,2.3866e-1
26990,CCC(CC)C(O[Cu])C(C)C(C)OC(=O)[Au],1.3638e+0,4.6079e+2,2.6000e+1,1.1560e+0,2.3534e-5,2.9916e-8,2.5235e-8,2.2306e-8,-2.4908e-1
26991,CC(COC(=O)[Au])S(=O)(=O)CCCO[Cu],1.4006e+0,4.6875e+2,1.7000e+1,1.4646e+0,6.6929e-5,2.8983e-8,1.2692e-8,1.7996e-8,1.3712e-1
26992,CCCCCCCC(CO[Cu])COC(=O)[Au],1.3638e+0,4.6079e+2,2.6000e+1,1.1515e+0,4.0025e-5,4.9303e-8,1.8614e-8,2.0731e-8,-4.5615e-1
26993,CCCC(O[Cu])C(CC)COC(=O)[Au],1.3865e+0,4.3274e+2,2.6000e+1,1.1828e+0,1.8329e-5,3.7339e-8,2.4379e-8,2.3157e-8,-3.7397e-1
26994,CC(COC(=O)[Au])NC(=O)C(C)(O[Cu])C(C)C,1.3485e+0,4.7576e+2,1.9000e+1,1.2669e+0,4.8145e-5,1.8043e-8,9.9829e-9,6.6893e-9,2.5950e-1
26995,CC(CNC(=O)[Au])N(C)C(=O)CC(C)(C)N[Cu],1.3677e+0,4.7379e+2,1.7000e+1,1.2743e+0,2.8822e-5,9.5630e-9,7.8251e-9,5.1832e-9,3.9442e-1
26996,CCC(CO[Cu])C(=O)N(CC)CCOC(=O)[Au],1.3553e+0,4.7576e+2,1.7000e+1,1.2788e+0,3.6150e-5,1.9067e-8,1.5596e-8,1.4095e-8,8.5236e-2
26997,O=C([Au])NCC(CCC(F)(F)F)O[Cu],1.4602e+0,4.4364e+2,3.1000e+1,1.4946e+0,2.6427e-5,1.9618e-8,1.1759e-8,1.2503e-8,-4.8686e-2
26998,CCC(CC)(O[Cu])C(NC(=O)[Au])C(C)C,1.4434e+0,4.4578e+2,3.1000e+1,1.1741e+0,3.1553e-5,2.1729e-8,1.2353e-8,7.6431e-9,-4.5779e-1
26999,CCC(CC)(CNC(=O)[Au])NC(=O)C(C)N[Cu],1.3609e+0,4.7379e+2,1.9000e+1,1.2644e+0,3.4989e-5,1.2401e-8,7.9699e-9,5.9931e-9,3.5792e-1
27000,CC(CNC(=O)C(C)(C)COC(=O)[Au])CO[Cu],1.4392e+0,4.7576e+2,1.6000e+1,1.2860e+0,5.1714e-5,2.6695e-8,7.1268e-9,1.1443e-8,-3.3310e-2
27001,CCC(C)C(CNC(=O)CN[Cu])OC(=O)[Au],1.4488e+0,4.6075e+2,1.9000e+1,1.2936e+0,2.7342e-5,1.3772e-8,7.0285e-9,7.6298e-9,2.3428e-1
27002,CCC(C(=O)NCCCOC(=O)[Au])C(C)O[Cu],1.4392e+0,4.7576e+2,1.6000e+1,1.2862e+0,5.3486e-5,2.5489e-8,1.7632e-8,1.3625e-8,2.9875e-1
27003,CC(O[Cu])C(=O)NCC(C)(C)COC(=O)[Au],1.4489e+0,4.6174e+2,1.7000e+1,1.3057e+0,4.9411e-5,2.1775e-8,1.3425e-8,1.0776e-8,5.8584e-2
27004,CCCCCN(CCO[Cu])CCOC(=O)[Au],1.4415e+0,4.6178e+2,1.9000e+1,1.2006e+0,5.0777e-5,4.9809e-8,2.0858e-8,3.0966e-8,-7.9421e-1
27005,CC(CN(CCF)CCO[Cu])OC(=O)[Au],1.3650e+0,4.5171e+2,1.9000e+1,1.3234e+0,1.0317e-4,5.3490e-8,2.2337e-8,2.6485e-8,-1.1591e-1
27006,CC(C)(CO[Cu])C(=O)NCCCOC(=O)[Au],1.3988e+0,4.6174e+2,1.6000e+1,1.3146e+0,5.0707e-5,1.4499e-8,1.2028e-8,1.5837e-8,4.6514e-1
27007,CC(C)C(CSCCCO[Cu])OC(=O)[Au],1.4274e+0,4.6480e+2,1.7000e+1,1.2704e+0,6.3411e-5,3.8321e-8,2.9062e-8,3.3330e-8,-1.1163e-1
27008,CCC(C)C(CNC(=O)C(C)OC(=O)[Au])O[Cu],1.3485e+0,4.7576e+2,1.9000e+1,1.2680e+0,5.5092e-5,3.0675e-8,1.3135e-8,1.1238e-8,1.5351e-1
27009,CCCCN(CCOC(=O)[Au])C(=O)C(C)O[Cu],1.3485e+0,4.7576e+2,1.9000e+1,1.2728e+0,3.9764e-5,3.2002e-8,1.1749e-8,1.1699e-8,-4.9657e-1
27010,CC(CCSC(C)C(C)O[Cu])OC(=O)[Au],1.4274e+0,4.6480e+2,1.7000e+1,1.2612e+0,5.0650e-5,5.2100e-8,2.5035e-8,3.2626e-8,-5.5296e-1
27011,CC(C)CC(CNC(=O)[Au])NC(=O)CN[Cu],1.4559e+0,4.5977e+2,1.9000e+1,1.2940e+0,3.4051e-5,1.3199e-8,8.3735e-9,7.3505e-9,-3.8262e-2
27012,CCC(CO[Cu])SC(C)CCOC(=O)[Au],1.4274e+0,4.6480e+2,1.7000e+1,1.2779e+0,9.6022e-5,5.7228e-8,3.2167e-8,3.3718e-8,-1.3016e-1
27013,CC(CCNC(=O)C(NC(=O)[Au])C(C)C)N[Cu],1.3677e+0,4.7379e+2,1.7000e+1,1.2676e+0,4.5334e-5,1.5947e-8,6.9169e-9,6.6337e-9,-3.6930e-2
27014,CC(COC(=O)[Au])SCC(O[Cu])C(C)C,1.4203e+0,4.6480e+2,1.9000e+1,1.2646e+0,4.5776e-5,4.4136e-8,1.6645e-8,2.1379e-8,-5.8196e-1
27015,O=C([Au])OCCCCCCCCN[Cu],1.4713e+0,4.3175e+2,1.4000e+1,1.1764e+0,7.1835e-5,3.8098e-8,2.5582e-8,3.2591e-8,2.1203e-1
27016,CC(OC(=O)[Au])C(=O)NCC(C)(C)CCO[Cu],1.4392e+0,4.7576e+2,1.6000e+1,1.2865e+0,4.4153e-5,1.8246e-8,1.4226e-8,9.6813e-9,3.3259e-1
27017,CC(CO[Cu])CC(C)OC(=O)[Au],1.4197e+0,4.0468e+2,2.2000e+1,1.2361e+0,4.0745e-5,3.0924e-8,1.5928e-8,2.2390e-8,1.0467e-1
27018,CC(C)CC(NC(=O)[Au])C(C)(C)O[Cu],1.3380e+0,4.3175e+2,3.1000e+1,1.1539e+0,2.3226e-5,2.1658e-8,1.6341e-8,1.0647e-8,-1.5611e-1
27019,CC(C)CSCC(C)(CO[Cu])COC(=O)[Au],1.4604e+0,4.7883e+2,2.6000e+1,1.2474e+0,4.1141e-5,3.2891e-8,2.1362e-8,2.0994e-8,-6.6036e-1
27020,CC(CCCSCC(C)OC(=O)[Au])O[Cu],1.3780e+0,4.6480e+2,1.6000e+1,1.2601e+0,9.1439e-5,5.2512e-8,2.2856e-8,3.1994e-8,-3.4515e-1
27021,CC(C)OC(CCOC(=O)[Au])CO[Cu],1.4384e+0,4.3471e+2,2.2000e+1,1.2586e+0,1.1149e-4,6.1385e-8,3.4029e-8,4.7050e-8,8.7488e-2
27022,CC(N[Cu])C(OC(=O)[Au])C(C)(C)C,1.4566e+0,4.1773e+2,3.1000e+1,1.1665e+0,3.1075e-5,2.5130e-8,9.5868e-9,1.3128e-8,-3.5657e-1
27023,CC(C)(OC(=O)[Au])C(F)CN[Cu],1.4408e+0,4.0766e+2,2.6000e+1,1.3651e+0,2.9585e-5,1.6952e-8,6.2032e-9,7.3663e-9,-3.0859e-1
27024,CC(CC(=O)NC(CO[Cu])C(C)C)OC(=O)[Au],1.3553e+0,4.7576e+2,1.7000e+1,1.2776e+0,3.4690e-5,1.7711e-8,1.2593e-8,8.4743e-9,2.1354e-1
27025,CC(CC(C)O[Cu])NC(=O)COC(=O)[Au],1.4150e+0,4.4771e+2,1.7000e+1,1.3466e+0,6.3734e-5,2.1580e-8,9.1726e-9,1.1509e-8,2.3672e-1
27026,CC(COC(=O)[Au])SCCC(O[Cu])C(C)C,1.4849e+0,4.7883e+2,1.7000e+1,1.2567e+0,3.9267e-5,3.8148e-8,1.6244e-8,2.1396e-8,-9.2796e-1
27027,CC(CCCCNC(=O)[Au])NC(=O)C(C)N[Cu],1.3815e+0,4.7379e+2,1.4000e+1,1.2678e+0,5.4697e-5,1.4271e-8,1.4544e-8,1.0523e-8,3.2491e-1
27028,CC(O[Cu])C(C)SC(C)C(C)OC(=O)[Au],1.4203e+0,4.6480e+2,1.9000e+1,1.2601e+0,4.2644e-5,4.5678e-8,2.7166e-8,2.7968e-8,-4.8148e-1
27029,CC(C)COCC(COC(=O)[Au])O[Cu],1.3154e+0,4.3471e+2,3.1000e+1,1.2217e+0,3.3913e-5,3.1017e-8,1.7371e-8,1.7530e-8,-6.3836e-1
27030,CC(CC(=O)N(C)CCCO[Cu])NC(=O)[Au],1.4056e+0,4.6075e+2,1.6000e+1,1.2993e+0,4.0301e-5,1.7986e-8,1.3694e-8,8.6375e-9,3.4346e-1
27031,CCC(NC(=O)[Au])C(=O)NCC(C)(C)N[Cu],1.4559e+0,4.5977e+2,1.9000e+1,1.3036e+0,3.7614e-5,1.1685e-8,7.6761e-9,6.4730e-9,2.8898e-1
27032,CC(CNC(=O)[Au])C(=O)NCC(N[Cu])C(C)C,1.3677e+0,4.7379e+2,1.7000e+1,1.2732e+0,5.6588e-5,1.8594e-8,6.4593e-9,7.0557e-9,-6.6879e-2
27033,CC(CCSCCC(C)(C)O[Cu])OC(=O)[Au],1.4192e+0,4.7883e+2,1.6000e+1,1.2488e+0,3.1389e-5,3.2537e-8,1.5180e-8,2.7789e-8,-4.9194e-2
27034,CCN(CC(COC)OC(=O)[Au])C(C)CO[Cu],1.3361e+0,4.7778e+2,1.9000e+1,1.2175e+0,1.1978e-4,8.5188e-8,3.3328e-8,2.9899e-8,-4.0792e-1
27035,CC(CCNC(=O)[Au])C(C)N[Cu],1.4391e+0,4.0271e+2,2.2000e+1,1.2359e+0,3.0061e-5,1.0436e-8,7.9131e-9,6.5346e-9,4.0261e-1
27036,CC(COC(=O)[Au])CN(C)CCCO[Cu],1.3770e+0,4.4775e+2,1.6000e+1,1.2108e+0,9.0326e-5,3.6570e-8,2.6790e-8,3.9453e-8,3.4314e-1
27037,CC(COCC(C)OCC(C)OC(=O)[Au])O[Cu],1.4731e+0,4.7876e+2,1.4000e+1,1.2198e+0,9.6838e-5,6.3731e-8,2.9953e-8,4.1950e-8,1.6570e-2
27038,COCC(O[Cu])C(=O)OCCCCOC(=O)[Au],1.4199e+0,4.7872e+2,1.6000e+1,1.3405e+0,8.1856e-5,3.8829e-8,2.2333e-8,2.9144e-8,1.5460e-1
27039,CCCCC(CNC(=O)[Au])O[Cu],1.3986e+0,4.0370e+2,3.1000e+1,1.2022e+0,3.4245e-5,2.7681e-8,1.5422e-8,1.5949e-8,-1.9891e-1
27040,CC(CNC(=O)C(C)O[Cu])CC(C)OC(=O)[Au],1.4392e+0,4.7576e+2,1.6000e+1,1.2783e+0,3.4245e-5,1.6558e-8,1.2501e-8,1.4053e-8,2.4273e-1
27041,CC(CCCSC(C)CCO[Cu])OC(=O)[Au],1.4727e+0,4.7883e+2,1.4000e+1,1.2558e+0,8.3069e-5,6.5314e-8,3.4864e-8,3.6716e-8,-5.6584e-1
27042,CC(CNC(=O)CC(C)(C)O[Cu])COC(=O)[Au],1.4392e+0,4.7576e+2,1.6000e+1,1.2896e+0,3.4713e-5,1.5992e-8,1.1723e-8,1.2421e-8,5.1622e-1
27043,CCCC(=O)N(C)CC(CO[Cu])OC(=O)[Au],1.3295e+0,4.6174e+2,3.1000e+1,1.3133e+0,3.9096e-5,1.7973e-8,1.2644e-8,1.0685e-8,3.0307e-2
27044,CC(C)C(NC(=O)[Au])C(C)O[Cu],1.3986e+0,4.0370e+2,3.1000e+1,1.2094e+0,2.9289e-5,2.3678e-8,9.8658e-9,6.3504e-9,-2.3850e-1
27045,CC(C)=CC(=O)N(C)CC(COC(=O)[Au])O[Cu],1.2550e+0,4.7375e+2,3.1000e+1,1.3005e+0,3.6798e-5,1.9501e-8,1.0881e-8,1.0362e-8,2.0706e-1
27046,CCN(C)CC(CN(C)CCOC(=O)[Au])O[Cu],1.3421e+0,4.7679e+2,1.9000e+1,1.2028e+0,1.0065e-4,4.6932e-8,2.2579e-8,3.1140e-8,1.2401e-1
27047,CCC(CO[Cu])NC(=O)C(OC(=O)[Au])C(C)C,1.3485e+0,4.7576e+2,1.9000e+1,1.2613e+0,2.5326e-5,1.7227e-8,1.1094e-8,1.1212e-8,-2.3562e-1
27048,CC(CCNC(=O)CCN[Cu])NC(=O)[Au],1.3918e+0,4.4574e+2,1.6000e+1,1.3426e+0,7.0776e-5,1.7925e-8,1.4010e-8,8.4132e-9,3.0417e-1
27049,CC=C(CC)C(=O)NC(CO[Cu])COC(=O)[Au],1.4950e+0,4.7375e+2,2.6000e+1,1.3320e+0,2.8208e-5,1.6942e-8,1.1484e-8,1.1202e-8,-2.0105e-1
27050,CC(C)C(CN(C)CCO[Cu])OC(=O)[Au],1.3937e+0,4.4775e+2,1.9000e+1,1.2070e+0,6.5268e-5,5.4767e-8,2.4771e-8,2.5068e-8,-3.3823e-1
27051,CCC(CC)C(NC(=O)[Au])C(C)(C)O[Cu],1.4434e+0,4.4578e+2,3.1000e+1,1.1774e+0,2.5182e-5,1.6734e-8,1.2809e-8,6.8451e-9,-4.4204e-1
27052,CC(OC(=O)[Au])C(C)SCC(C)(C)O[Cu],1.4203e+0,4.6480e+2,1.9000e+1,1.2608e+0,3.7123e-5,3.4956e-8,1.7292e-8,1.6188e-8,-9.7325e-1
27053,CCC(C)C(C)(CO[Cu])COC(=O)[Au],1.3865e+0,4.3274e+2,2.6000e+1,1.2065e+0,8.2139e-6,1.1161e-8,6.7701e-9,8.8608e-9,-6.4266e-1
27054,CC(C)C(CSC(C)C(C)O[Cu])OC(=O)[Au],1.4959e+0,4.7883e+2,1.9000e+1,1.2494e+0,5.1251e-5,3.7349e-8,3.0350e-8,1.6756e-8,-1.4878e-1
27055,CC(CN[Cu])NC(=O)C(C)CNC(=O)[Au],1.4299e+0,4.4574e+2,1.7000e+1,1.3313e+0,3.6273e-5,9.8896e-9,6.2350e-9,4.8088e-9,2.2454e-1
27056,CC(C)(CCO[Cu])C(C)(C)OC(=O)[Au],1.4547e+0,4.3274e+2,2.2000e+1,1.2190e+0,2.6483e-5,2.2822e-8,1.0624e-8,1.2551e-8,-3.5031e-1
27057,CC(CCCC(C)(C)O[Cu])CCOC(=O)[Au],1.4053e+0,4.6079e+2,1.6000e+1,1.1617e+0,3.6327e-5,3.5736e-8,2.2647e-8,3.0290e-8,-2.3430e-1
27058,CC(CCO[Cu])SC(C)C(C)OC(=O)[Au],1.4274e+0,4.6480e+2,1.7000e+1,1.2742e+0,4.1646e-5,3.6468e-8,2.0814e-8,2.9393e-8,2.8873e-2
27059,CC(CN[Cu])CNC(=O)C(C)(C)CNC(=O)[Au],1.4524e+0,4.7379e+2,1.6000e+1,1.2790e+0,3.0638e-5,1.0047e-8,5.5140e-9,6.5654e-9,1.7419e-1
27060,CCN(CCO[Cu])C(=O)C(OC(=O)[Au])C(C)C,1.3485e+0,4.7576e+2,1.9000e+1,1.2776e+0,3.2248e-5,2.0622e-8,1.2849e-8,1.2029e-8,-3.9016e-1
27061,CSCCC(CN[Cu])OC(=O)[Au],1.4207e+0,4.2174e+2,3.1000e+1,1.3649e+0,4.7045e-5,2.4106e-8,1.5091e-8,1.6599e-8,-1.1267e-1
27062,CC(C)(C)C(C#CC(OC(=O)[Au])C(C)(C)C)O[Cu],1.4387e+0,4.8481e+2,2.2000e+1,1.1103e+0,1.0120e-5,1.3408e-8,6.3695e-9,7.1266e-9,-6.3769e-1
27063,C[Si](C)(CCCO[Cu])CCCOC(=O)[Au],1.3912e+0,4.6284e+2,1.6000e+1,1.1909e+0,7.6040e-5,5.3694e-8,3.6445e-8,5.8320e-8,1.6480e-1
27064,CC(O[Cu])C(C)SCCCCCOC(=O)[Au],1.4727e+0,4.7883e+2,1.4000e+1,1.2475e+0,5.6870e-5,4.4519e-8,3.0467e-8,4.4719e-8,-1.9729e-1
27065,CC(CN[Cu])NC(=O)CCC(C)(C)NC(=O)[Au],1.4524e+0,4.7379e+2,1.6000e+1,1.2839e+0,4.8765e-5,1.4732e-8,8.3111e-9,6.9000e-9,1.2077e-1
27066,O=C([Au])OCCC(F)(F)CCO[Cu],1.4265e+0,4.2664e+2,1.9000e+1,1.4763e+0,5.4228e-5,2.0243e-8,1.7932e-8,2.1321e-8,3.0397e-1
27067,CC(C)(CCN[Cu])CCNC(=O)[Au],1.3896e+0,4.1674e+2,1.9000e+1,1.2045e+0,4.2178e-5,1.9859e-8,1.4556e-8,9.0387e-9,2.3648e-1
27068,CCCC(CSCC(C)CO[Cu])OC(=O)[Au],1.4849e+0,4.7883e+2,1.7000e+1,1.2481e+0,5.3650e-5,5.3087e-8,2.4741e-8,3.5465e-8,-1.2451e-1
27069,CCCC(CSC(C)CCOC(=O)[Au])O[Cu],1.4849e+0,4.7883e+2,1.7000e+1,1.2526e+0,5.2151e-5,5.7813e-8,3.0965e-8,4.5427e-8,-5.9277e-1
27070,CC(C)C(CCC(OC(=O)[Au])C(C)C)O[Cu],1.4089e+0,4.6079e+2,2.2000e+1,1.1385e+0,3.4673e-5,5.2533e-8,2.2607e-8,2.2699e-8,1.3145e-1
27071,CCCC(CC)SCC(CO[Cu])OC(=O)[Au],1.4711e+0,4.7883e+2,3.1000e+1,1.2512e+0,2.3168e-5,4.0227e-8,3.9330e-8,2.3012e-8,-9.4771e-2
27072,CCCC(CC)NC(CC)(COC(=O)[Au])N[Cu],1.4984e+0,4.7482e+2,3.1000e+1,1.1731e+0,3.7961e-5,3.5973e-8,3.0292e-8,1.1342e-8,3.5484e-3
27073,CC(C)C(C(CN[Cu])COC(=O)[Au])N(C)C,1.3638e+0,4.6080e+2,2.6000e+1,1.1737e+0,1.5058e-5,1.5206e-8,6.1434e-9,5.9013e-9,-4.3519e-1
27074,CC(C)(CO[Cu])CSCCCOC(=O)[Au],1.3780e+0,4.6480e+2,1.6000e+1,1.2658e+0,7.6566e-5,4.6954e-8,3.6924e-8,3.2526e-8,1.3273e-1
27075,CC(CCCSC(C)CO[Cu])OC(=O)[Au],1.3780e+0,4.6480e+2,1.6000e+1,1.2638e+0,7.3530e-5,6.2098e-8,3.5950e-8,5.3989e-8,-2.9135e-2
27076,CCC(COC(=O)[Au])C(=O)N(C)CC(C)O[Cu],1.3553e+0,4.7576e+2,1.7000e+1,1.2689e+0,3.4952e-5,1.8323e-8,1.6357e-8,1.3922e-8,1.9030e-1
27077,CC(C)CC(CC(C)(C)OC(=O)[Au])O[Cu],1.4659e+0,4.4676e+2,2.6000e+1,1.1707e+0,9.6983e-6,2.7393e-8,1.3932e-8,1.8555e-8,-9.9834e-2
27078,CC(C)CC(N[Cu])C(CC(=O)O)OC(=O)[Au],1.3295e+0,4.6174e+2,3.1000e+1,1.3075e+0,1.5304e-5,1.5766e-8,7.5067e-9,7.0559e-9,-1.1993e-1
27079,CC(CC(C)(C)NC(=O)C(C)O[Cu])OC(=O)[Au],1.3553e+0,4.7576e+2,1.7000e+1,1.2720e+0,5.7203e-5,2.8419e-8,1.2457e-8,1.2010e-8,-1.6992e-2
27080,CCCCC(CC)(CO[Cu])COC(=O)[Au],1.4659e+0,4.4676e+2,2.6000e+1,1.1812e+0,2.2240e-5,2.6427e-8,1.9392e-8,1.5068e-8,-1.1880e-1
27081,CC(CCCSC(C)C(C)OC(=O)[Au])O[Cu],1.4192e+0,4.7883e+2,1.6000e+1,1.2315e+0,6.6694e-5,5.9288e-8,3.6418e-8,3.9711e-8,-8.3955e-2
27082,CCC(OC(=O)[Au])C(C)N[Cu],1.3772e+0,3.8967e+2,3.1000e+1,1.2338e+0,2.8134e-5,2.0053e-8,1.2982e-8,9.4178e-9,1.6447e-1
27083,CCC(CC)(O[Cu])C(C)(C)NC(=O)[Au],1.3380e+0,4.3175e+2,3.1000e+1,1.2024e+0,4.7302e-5,2.1907e-8,2.1644e-8,7.7700e-9,-1.3608e-1
27084,CCC(=O)N(CC(C)O[Cu])C(C)COC(=O)[Au],1.3485e+0,4.7576e+2,1.9000e+1,1.2814e+0,5.0429e-5,3.1494e-8,2.5900e-8,1.6642e-8,-4.9718e-1
27085,CCC(C)C(CN[Cu])NC(=O)[Au],1.4082e+0,4.0271e+2,3.1000e+1,1.2387e+0,4.3607e-5,1.9668e-8,1.1417e-8,8.3868e-9,1.6642e-1
27086,CC(C)=CCSCC(COC(=O)[Au])O[Cu],1.3227e+0,4.6279e+2,3.1000e+1,1.2943e+0,2.4696e-5,4.1413e-8,2.4335e-8,2.6238e-8,-5.6570e-1
27087,CCC(O[Cu])C(C)(C)NC(=O)[Au],1.3986e+0,4.0370e+2,3.1000e+1,1.2181e+0,2.0662e-5,1.2560e-8,1.5762e-8,7.1203e-9,1.1585e-1
27088,CC(CO[Cu])CSCCCC(C)OC(=O)[Au],1.4727e+0,4.7883e+2,1.4000e+1,1.2547e+0,1.1192e-4,5.9599e-8,4.5568e-8,4.9541e-8,-5.5942e-2
27089,CC(CCOC(=O)[Au])SCCC(C)(C)O[Cu],1.4192e+0,4.7883e+2,1.6000e+1,1.2592e+0,2.5408e-5,2.4235e-8,1.4857e-8,1.9509e-8,-3.9228e-1
27090,CC(C)(CSCCC(C)(C)OC(=O)[Au])O[Cu],1.4849e+0,4.7883e+2,1.7000e+1,1.2577e+0,4.3363e-5,3.0837e-8,2.4721e-8,2.1154e-8,-5.7748e-1
27091,CC(CCCO[Cu])CCOC(=O)[Au],1.4143e+0,4.1871e+2,1.7000e+1,1.2193e+0,9.6182e-5,4.8683e-8,3.3288e-8,5.3360e-8,2.1341e-1
27092,CCN(CC)CCC(CNC(=O)[Au])O[Cu],1.4358e+0,4.4677e+2,3.1000e+1,1.2074e+0,8.4048e-5,4.1386e-8,2.4716e-8,1.6353e-8,7.0268e-2
27093,CCOC(=O)C(CNC(=O)[Au])C(C)(CC)N[Cu],1.4878e+0,4.7478e+2,2.6000e+1,1.3017e+0,2.6320e-5,1.0868e-8,7.4353e-9,7.4368e-9,-1.5892e-1
27094,CC(C)(C)C(NC(=O)[Au])C(C)(C)O[Cu],1.3380e+0,4.3175e+2,3.1000e+1,1.1713e+0,1.8397e-5,2.1957e-8,1.3092e-8,7.0066e-9,-1.6351e-2
27095,CCCCSCC(CO[Cu])NC(=O)[Au],1.4130e+0,4.4979e+2,3.1000e+1,1.2752e+0,5.8426e-5,3.3647e-8,2.4889e-8,1.3127e-8,3.9521e-2
27096,CC(C)CC(NC(=O)[Au])C(O[Cu])C(F)(F)F,1.2671e+0,4.7170e+2,3.1000e+1,1.3667e+0,2.6644e-5,2.8669e-8,1.5951e-8,1.1756e-8,-7.0526e-2
27097,CC(C)C(C)(CNC(=O)[Au])NCCN[Cu],1.4084e+0,4.4578e+2,1.9000e+1,1.2249e+0,5.8810e-5,1.4944e-8,1.9266e-8,6.1079e-9,2.1037e-1
27098,CCCCOCC(CNC(=O)[Au])O[Cu],1.3228e+0,4.3373e+2,3.1000e+1,1.2231e+0,1.2830e-4,6.7558e-8,2.1259e-8,2.3489e-8,-2.2162e-1
27099,CCC(CC)SCC(COC(=O)[Au])O[Cu],1.3097e+0,4.6480e+2,3.1000e+1,1.2574e+0,4.3634e-5,5.4979e-8,2.4079e-8,2.1441e-8,-1.5524e+0
27100,CC(CCCC(C)OC(=O)[Au])O[Cu],1.4973e+0,4.1871e+2,1.9000e+1,1.2068e+0,6.6026e-5,5.1714e-8,3.2549e-8,3.9898e-8,-3.3566e-1
27101,CC(C)C(C)SCC(COC(=O)[Au])O[Cu],1.3097e+0,4.6480e+2,3.1000e+1,1.2544e+0,2.6785e-5,3.3730e-8,1.7632e-8,1.9084e-8,-8.4720e-1
27102,CC(C)=CCCC(CO[Cu])OC(=O)[Au],1.3461e+0,4.3072e+2,3.1000e+1,1.2131e+0,2.3803e-5,4.1523e-8,3.6425e-8,3.5849e-8,-5.4794e-1
27103,CC(CCSCC(C)(C)O[Cu])OC(=O)[Au],1.4274e+0,4.6480e+2,1.7000e+1,1.2704e+0,3.9872e-5,3.9920e-8,2.1625e-8,3.0877e-8,-2.6444e-1
27104,CC(C)(COCOCC(C)(C)NC(=O)[Au])N[Cu],1.4324e+0,4.7679e+2,1.6000e+1,1.2544e+0,8.3619e-5,2.6227e-8,2.1859e-8,1.0980e-8,2.6198e-1
27105,CC(NC(C)C(C)OC(=O)[Au])C(C)O[Cu],1.3937e+0,4.4775e+2,1.9000e+1,1.1969e+0,3.6965e-5,3.6531e-8,2.2087e-8,1.7248e-8,-2.1887e-1
27106,CC(C)CCCSCC(COC(=O)[Au])O[Cu],1.4711e+0,4.7883e+2,3.1000e+1,1.2456e+0,5.7008e-5,5.3793e-8,3.8580e-8,2.4383e-8,-1.3445e-1
27107,CCCC(CSC(C)C(C)O[Cu])OC(=O)[Au],1.4959e+0,4.7883e+2,1.9000e+1,1.2475e+0,2.9541e-5,2.9060e-8,1.9924e-8,1.5813e-8,-1.6602e-1
27108,CC(CCOC(=O)[Au])SCC(C)(C)CO[Cu],1.4192e+0,4.7883e+2,1.6000e+1,1.2488e+0,4.5461e-5,3.1136e-8,2.1719e-8,2.7930e-8,9.3996e-2
27109,CC(CCO[Cu])SCCCCOC(=O)[Au],1.4417e+0,4.6480e+2,1.4000e+1,1.2823e+0,1.3689e-4,8.1058e-8,3.2089e-8,5.2372e-8,-2.0050e-1
27110,CCCC(CSCCCO[Cu])OC(=O)[Au],1.4274e+0,4.6480e+2,1.7000e+1,1.2647e+0,8.4422e-5,7.3519e-8,3.6442e-8,4.3252e-8,-1.7564e-1
27111,CC(C)C(CCSCCCOC(=O)[Au])O[Cu],1.4192e+0,4.7883e+2,1.6000e+1,1.2560e+0,2.3924e-5,3.2950e-8,1.7856e-8,2.8098e-8,-4.3540e-1
