Trajectory ID,Mol smiles,Molality,Monomer Molecular Weight,Degree of Polymerization,Density,CONDUCTIVITY,TFSI Diffusivity,Li Diffusivity,Poly Diffusivity,Transference Number
14250,C=CC(COC(=O)[Au])NC(=O)C(C)CN[Cu],1.4707e+0,4.5874e+2,1.7000e+1,1.3229e+0,4.2629e-5,1.5257e-8,8.2250e-9,7.6850e-9,3.1990e-1
14251,C#CC(C)(NC(=O)[Au])C(=O)NC(CC)CO[Cu],1.3804e+0,4.7075e+2,1.9000e+1,1.3068e+0,4.4496e-5,1.8608e-8,9.4088e-9,1.1413e-8,3.5165e-1
14252,CCC(CC#N)NC(CO[Cu])C(C)OC(=O)[Au],1.2873e+0,4.7276e+2,2.6000e+1,1.2638e+0,7.4976e-5,3.6127e-8,1.5970e-8,1.5233e-8,-8.2207e-2
14253,CC(O[Cu])C(C)SCCOCCOC(=O)[Au],1.4597e+0,4.8080e+2,1.4000e+1,1.3046e+0,8.5273e-5,4.6178e-8,2.4677e-8,4.0160e-8,7.8158e-2
14254,CC(CC#N)NCC(CO[Cu])OC(=O)[Au],1.4518e+0,4.4471e+2,3.1000e+1,1.3317e+0,8.5135e-5,2.8465e-8,1.8206e-8,2.0013e-8,2.9090e-1
14255,CC(C)CC(=O)NC(C)(CO[Cu])COC(=O)[Au],1.4811e+0,4.7576e+2,2.6000e+1,1.2993e+0,9.2977e-5,3.0933e-8,2.1523e-8,1.2185e-8,1.5822e-1
14256,CN(CCOCCOC(=O)[Au])C(C)(C)CO[Cu],1.4797e+0,4.7778e+2,1.4000e+1,1.2459e+0,9.5866e-5,3.3292e-8,1.8578e-8,3.2021e-8,2.8939e-1
14257,C=CCOCC(CN(C)CCOC(=O)[Au])O[Cu],1.3485e+0,4.7576e+2,1.9000e+1,1.2404e+0,1.1705e-4,4.6507e-8,2.0717e-8,3.0029e-8,1.2440e-1
14258,CCCCNCC(CC(C)(C)OC(=O)[Au])O[Cu],1.4808e+0,4.7581e+2,2.6000e+1,1.1740e+0,8.7170e-5,6.0050e-8,4.1362e-8,3.0435e-8,-1.9956e-1
14259,N#CCCCN(CCO[Cu])CCOC(=O)[Au],1.4634e+0,4.5874e+2,1.9000e+1,1.3177e+0,1.2095e-4,4.1269e-8,1.9362e-8,2.7916e-8,1.5397e-1
14260,CCCCC(CN(C)CCO[Cu])OC(=O)[Au],1.4415e+0,4.6178e+2,1.9000e+1,1.1877e+0,1.0357e-4,7.4323e-8,2.0878e-8,2.9028e-8,-5.1032e-1
14261,CCCN(C)CC(CC(C)(C)OC(=O)[Au])O[Cu],1.4808e+0,4.7581e+2,2.6000e+1,1.1839e+0,2.3498e-5,2.7305e-8,1.8682e-8,1.4801e-8,-7.2346e-1
14262,CCCCCN(CCNC(=O)[Au])CCO[Cu],1.4485e+0,4.6080e+2,1.9000e+1,1.1871e+0,8.0185e-5,3.6700e-8,2.7092e-8,2.8660e-8,2.6655e-1
14263,CCN(CCCCO[Cu])CCOC(=O)[Au],1.3770e+0,4.4775e+2,1.6000e+1,1.2199e+0,1.7939e-4,7.5177e-8,3.7441e-8,4.7351e-8,2.2704e-1
14264,CC(C#N)N(C)C(=O)C(CCCNC(=O)[Au])N[Cu],1.4390e+0,4.8478e+2,2.2000e+1,1.3405e+0,4.8732e-5,1.8979e-8,7.8628e-9,5.5994e-9,8.0058e-2
14265,CC(O[Cu])C(C)N(C)CC(C)(C)COC(=O)[Au],1.3550e+0,4.7581e+2,1.7000e+1,1.1678e+0,3.9681e-5,3.4152e-8,1.5621e-8,2.0196e-8,-4.8094e-1
14266,C=CCN(CCCO[Cu])CCOC(=O)[Au],1.4299e+0,4.4574e+2,1.7000e+1,1.2472e+0,1.7926e-4,6.6808e-8,4.4794e-8,6.3561e-8,1.1036e-1
14267,CCCC(C)(CNC(=O)CCO[Cu])OC(=O)[Au],1.3553e+0,4.7576e+2,1.7000e+1,1.2874e+0,7.8553e-5,3.3942e-8,1.1376e-8,9.8067e-9,-2.0299e-1
14268,C=CC(O[Cu])C(=O)N(CC)CCOC(=O)[Au],1.4562e+0,4.5972e+2,1.9000e+1,1.3450e+0,3.5468e-5,2.3572e-8,8.2208e-9,1.0360e-8,3.8215e-2
14269,CC(CN(CCC#N)CCO[Cu])OC(=O)[Au],1.4634e+0,4.5874e+2,1.9000e+1,1.3185e+0,1.3229e-4,3.7020e-8,2.5983e-8,2.4691e-8,2.9670e-1
14270,CCC(NCC(C)OC(=O)[Au])C(C)O[Cu],1.3937e+0,4.4775e+2,1.9000e+1,1.1949e+0,2.2581e-5,2.1508e-8,1.1938e-8,1.4854e-8,1.1384e-1
14271,CC(C)C(CCN(C)CCO[Cu])OC(=O)[Au],1.4486e+0,4.6178e+2,1.7000e+1,1.1988e+0,4.4207e-5,2.8402e-8,1.6689e-8,2.3545e-8,-1.0556e-1
14272,CCCCN(CCCNC(=O)[Au])CCO[Cu],1.4557e+0,4.6080e+2,1.7000e+1,1.1890e+0,6.3582e-5,4.3035e-8,1.7064e-8,1.9585e-8,-1.6301e-1
14273,CC(C)CCN(CCCOC(=O)[Au])CCO[Cu],1.3550e+0,4.7581e+2,1.7000e+1,1.1679e+0,6.8209e-5,5.8398e-8,2.8951e-8,4.5066e-8,3.8918e-2
14274,CCN(CCCCCCOC(=O)[Au])CCO[Cu],1.4729e+0,4.7581e+2,1.3000e+1,1.1901e+0,7.1087e-5,4.0356e-8,2.6556e-8,3.9743e-8,1.3778e-1
14275,C[Si](C)(C)CC(CO[Cu])OC(=O)[Au],1.3148e+0,4.3479e+2,3.1000e+1,1.2238e+0,1.9008e-5,2.2520e-8,2.0975e-8,1.5064e-8,6.9624e-2
14276,CCC(C)CN(CCN[Cu])CCOC(=O)[Au],1.4485e+0,4.6080e+2,1.9000e+1,1.1832e+0,5.3025e-5,3.6829e-8,2.1101e-8,2.5539e-8,-7.5733e-2
14277,CCN(CCCC(C)OC(=O)[Au])C(C)CO[Cu],1.4389e+0,4.7581e+2,1.6000e+1,1.1829e+0,3.1368e-5,4.5798e-8,2.6012e-8,3.2402e-8,-4.0364e-1
14278,CC(CO[Cu])SCCOCCOC(=O)[Au],1.4281e+0,4.6678e+2,1.4000e+1,1.3351e+0,1.7427e-4,7.9119e-8,4.4479e-8,5.9922e-8,1.2931e-1
14279,C=CC(CO[Cu])NCC(C)OC(=O)[Au],1.3846e+0,4.3171e+2,1.9000e+1,1.2464e+0,7.4340e-5,3.6754e-8,2.4274e-8,3.0212e-8,3.3465e-1
14280,CC(C)C(C)(CN[Cu])NCCOC(=O)[Au],1.4010e+0,4.4677e+2,1.9000e+1,1.1977e+0,4.2857e-5,2.2503e-8,1.8785e-8,1.7552e-8,1.9017e-1
14281,CC(CN(CCCO[Cu])CC(F)F)OC(=O)[Au],1.4525e+0,4.8373e+2,1.7000e+1,1.3642e+0,1.0646e-4,5.1211e-8,2.6531e-8,3.5803e-8,-3.3154e-1
14282,CCC(CNCCC(C)NC(=O)[Au])O[Cu],1.4221e+0,4.4677e+2,1.7000e+1,1.1961e+0,9.1391e-5,3.7625e-8,2.5105e-8,1.9226e-8,1.7129e-1
14283,CCCCN(CCN[Cu])CCOC(=O)[Au],1.4010e+0,4.4677e+2,1.9000e+1,1.1996e+0,7.2096e-5,3.7007e-8,1.9555e-8,2.0682e-8,1.1246e-1
14284,CC(CCCNC(=O)C(C)NC(=O)[Au])CO[Cu],1.3752e+0,4.7478e+2,1.4000e+1,1.2679e+0,5.5737e-5,1.9476e-8,1.0506e-8,1.0964e-8,4.6010e-2
14285,CC(CCN(C)CCC(C)OC(=O)[Au])O[Cu],1.3985e+0,4.6178e+2,1.6000e+1,1.1802e+0,5.6605e-5,3.5335e-8,2.0466e-8,4.1906e-8,2.0195e-1
14286,CC(CO[Cu])N(C)CCOCCOC(=O)[Au],1.4491e+0,4.6375e+2,1.4000e+1,1.2528e+0,2.1600e-4,7.7358e-8,2.7588e-8,5.0831e-8,1.0365e-1
14287,CN(CCCN(C)CCOC(=O)[Au])CCO[Cu],1.4662e+0,4.7679e+2,1.3000e+1,1.2243e+0,1.7828e-4,3.9226e-8,3.3593e-8,4.7369e-8,4.0355e-1
14288,CN(CCCCOC(=O)[Au])CCCN[Cu],1.4582e+0,4.4677e+2,1.4000e+1,1.2067e+0,8.4253e-5,3.6654e-8,1.8776e-8,2.7221e-8,6.3530e-2
14289,C=CC(CNCCCOCCOC(=O)[Au])O[Cu],1.4732e+0,4.7576e+2,1.3000e+1,1.2518e+0,2.4001e-4,9.2319e-8,4.4372e-8,5.6159e-8,5.1099e-2
14290,CC(C)CCC(CO[Cu])NCC(C)OC(=O)[Au],1.3482e+0,4.7581e+2,1.9000e+1,1.1551e+0,8.0584e-5,7.7191e-8,3.5583e-8,3.0789e-8,-8.8550e-1
14291,CC(CC(=O)NC(C)(C)CCN[Cu])NC(=O)[Au],1.4524e+0,4.7379e+2,1.6000e+1,1.2869e+0,3.3738e-5,1.0409e-8,1.1490e-8,6.0559e-9,3.8931e-1
14292,CC(CCNC(C)C(C)OC(=O)[Au])O[Cu],1.4146e+0,4.4775e+2,1.7000e+1,1.2034e+0,4.5007e-5,2.7241e-8,1.2884e-8,2.1064e-8,1.2976e-1
14293,CC#CC(=O)N(C)CC(CO[Cu])OC(=O)[Au],1.3566e+0,4.5770e+2,3.1000e+1,1.3577e+0,1.6110e-5,9.7798e-9,4.7963e-9,7.0076e-9,1.1190e-1
14294,CN(CCCCNC(=O)[Au])CCCO[Cu],1.4582e+0,4.4677e+2,1.4000e+1,1.2071e+0,1.0361e-4,3.5328e-8,1.8359e-8,3.1103e-8,-2.3578e-2
14295,N#CCCCCN(CCO[Cu])CCOC(=O)[Au],1.3674e+0,4.7276e+2,1.9000e+1,1.2855e+0,1.5255e-4,5.0702e-8,3.0783e-8,3.9872e-8,3.4283e-1
14296,CC(CNC(=O)C(CCCC#N)N[Cu])NC(=O)[Au],1.4565e+0,4.8478e+2,1.9000e+1,1.3563e+0,5.9503e-5,1.2554e-8,1.2170e-8,9.0681e-9,3.7355e-1
14297,CC(CCNCC(C)OC(=O)[Au])CCO[Cu],1.4631e+0,4.6178e+2,1.4000e+1,1.1921e+0,1.0076e-4,5.8960e-8,2.7100e-8,4.9705e-8,1.4848e-1
14298,CCC(COC(=O)[Au])SC(C)CO[Cu],1.3718e+0,4.5078e+2,1.9000e+1,1.3012e+0,7.9153e-5,4.8960e-8,3.0727e-8,3.4115e-8,-3.4055e-2
14299,C=CCCCCN(C)CC(CO[Cu])OC(=O)[Au],1.2547e+0,4.7379e+2,3.1000e+1,1.1728e+0,5.2023e-5,5.4023e-8,2.8745e-8,2.8445e-8,-5.6525e-1
14300,CCCCC(C)N(CCN[Cu])CCNC(=O)[Au],1.3606e+0,4.7384e+2,1.9000e+1,1.1769e+0,8.6644e-5,3.3494e-8,1.5079e-8,1.3602e-8,1.6927e-1
14301,CC(NCCCCOC(=O)[Au])C(C)O[Cu],1.3770e+0,4.4775e+2,1.6000e+1,1.2007e+0,8.7889e-5,5.3607e-8,2.7792e-8,3.7145e-8,4.9962e-2
14302,CC(CCN(CCOC(=O)[Au])CC(F)F)O[Cu],1.4525e+0,4.8373e+2,1.7000e+1,1.3639e+0,5.5832e-5,3.9532e-8,1.8109e-8,2.8654e-8,-4.2850e-1
14303,CCN(CCN[Cu])CC(C)(C)NC(=O)[Au],1.4084e+0,4.4578e+2,1.9000e+1,1.2257e+0,6.6027e-5,1.9997e-8,1.0544e-8,9.6262e-9,1.5628e-1
14304,C=CCNC(=O)NC(CO[Cu])COC(=O)[Au],1.3644e+0,4.6071e+2,2.6000e+1,1.4200e+0,7.9733e-5,2.2458e-8,1.3363e-8,1.1636e-8,1.8038e-1
14305,C#CCC(CO[Cu])NC(=O)C(C)(C=C)OC(=O)[Au],1.4632e+0,4.8374e+2,1.9000e+1,1.3393e+0,1.0977e-4,3.2463e-8,1.8796e-8,1.2002e-8,-9.1053e-3
14306,CN(CCCOC(=O)[Au])CCO[Cu],1.4056e+0,4.1970e+2,1.7000e+1,1.2684e+0,1.6748e-4,5.0476e-8,3.4150e-8,5.6862e-8,2.5764e-1
14307,CN(CCCCCO[Cu])CCCCNC(=O)[Au],1.4783e+0,4.7482e+2,1.2000e+1,1.1751e+0,8.0910e-5,3.6906e-8,1.8199e-8,3.6434e-8,4.2716e-2
14308,CN(CCCCCCO[Cu])CCNC(=O)[Au],1.4603e+0,4.6080e+2,1.3000e+1,1.1866e+0,1.2580e-4,3.3732e-8,4.5445e-8,4.3445e-8,5.3405e-1
14309,C=C(CC)CNC(CO[Cu])COC(=O)[Au],1.4740e+0,4.4574e+2,2.6000e+1,1.2504e+0,2.8523e-5,2.2859e-8,1.6907e-8,2.3590e-8,9.3356e-2
14310,CCCC(NC(=O)[Au])C(=O)NCCCCN[Cu],1.4524e+0,4.7379e+2,1.6000e+1,1.2874e+0,5.2712e-5,1.4255e-8,1.1673e-8,7.9649e-9,2.8295e-1
14311,CCC(COC(=O)[Au])N[Cu],1.3892e+0,3.7564e+2,3.1000e+1,1.2850e+0,3.2901e-5,1.4627e-8,7.1970e-9,7.2156e-9,-2.6166e-3
14312,CCN(CCOC(=O)[Au])CCC(C)O[Cu],1.4146e+0,4.4775e+2,1.7000e+1,1.2146e+0,9.8451e-5,5.1139e-8,2.6518e-8,3.7367e-8,-2.7753e-1
14313,CC(OC(=O)[Au])C(CO[Cu])NCCC#N,1.4822e+0,4.4471e+2,2.6000e+1,1.3448e+0,1.0194e-4,3.3450e-8,1.6647e-8,1.7499e-8,2.0323e-1
14314,C=C(C)C(=O)N(C)CC(COC(=O)[Au])O[Cu],1.3429e+0,4.5972e+2,3.1000e+1,1.3304e+0,5.0622e-5,2.2323e-8,1.9197e-8,1.2569e-8,1.3093e-1
14315,COC(=O)NC(C)(CO[Cu])COC(=O)[Au],1.4435e+0,4.4968e+2,2.6000e+1,1.4156e+0,4.5986e-5,2.0650e-8,1.3046e-8,1.0382e-8,4.5162e-2
14316,C=CCCCNC(CO[Cu])COC(=O)[Au],1.4740e+0,4.4574e+2,2.6000e+1,1.2424e+0,4.3700e-5,4.0697e-8,2.3649e-8,2.1879e-8,-1.4971e-2
14317,CCN(CCOCCO[Cu])CC(C)OC(=O)[Au],1.4797e+0,4.7778e+2,1.4000e+1,1.2348e+0,2.7112e-4,8.7543e-8,4.7976e-8,6.8156e-8,2.6966e-1
14318,CN(CCCCCCO[Cu])CCOC(=O)[Au],1.4533e+0,4.6178e+2,1.3000e+1,1.2008e+0,9.3287e-5,5.1489e-8,3.0510e-8,4.1750e-8,1.4052e-1
14319,C=C(COC(=O)[Au])C(=O)N(C)CCC(C)O[Cu],1.4527e+0,4.7375e+2,1.6000e+1,1.3140e+0,4.7828e-5,2.2314e-8,1.3780e-8,2.3675e-8,3.5063e-1
14320,CCC(CC#N)NC(=O)C(NC(=O)[Au])C(C)O[Cu],1.4260e+0,4.8576e+2,3.1000e+1,1.3532e+0,6.4843e-5,1.8555e-8,1.7094e-8,6.9489e-9,2.5327e-1
14321,CC(CCN(C)CCOCCOC(=O)[Au])O[Cu],1.4597e+0,4.7778e+2,1.3000e+1,1.2361e+0,2.1830e-4,6.3329e-8,3.0516e-8,4.7361e-8,2.7812e-1
14322,C#CC(C)(N[Cu])C(=O)NCCNC(=O)[Au],1.4398e+0,4.4171e+2,1.9000e+1,1.3992e+0,6.3773e-5,1.4384e-8,8.9692e-9,7.8263e-9,3.2972e-1
14323,CCC(C)C(CNC(C)CCOC(=O)[Au])O[Cu],1.3550e+0,4.7581e+2,1.7000e+1,1.1613e+0,4.5334e-5,3.9370e-8,2.6804e-8,3.2737e-8,-2.2924e-1
14324,N#CCCN(CCO[Cu])CCOC(=O)[Au],1.4165e+0,4.4471e+2,1.9000e+1,1.3447e+0,1.5770e-4,3.8389e-8,2.6720e-8,2.7998e-8,3.2881e-1
14325,C=CCN(CCO[Cu])CCOCCOC(=O)[Au],1.4935e+0,4.7576e+2,1.4000e+1,1.2675e+0,2.2261e-4,6.6211e-8,2.7087e-8,5.1116e-8,2.3840e-1
14326,CCC(CNCCC(C)(C)CO[Cu])OC(=O)[Au],1.4389e+0,4.7581e+2,1.6000e+1,1.1669e+0,5.6172e-5,4.8000e-8,2.1720e-8,2.5230e-8,-7.7100e-1
14327,CN(C)CCSCC(CO[Cu])OC(=O)[Au],1.3034e+0,4.6579e+2,3.1000e+1,1.3081e+0,1.1242e-4,4.4374e-8,1.5557e-8,1.9143e-8,2.1224e-1
14328,CCOCC(CNCCCCOC(=O)[Au])O[Cu],1.4260e+0,4.7778e+2,1.6000e+1,1.2243e+0,8.8340e-5,4.7433e-8,2.4542e-8,4.3358e-8,2.3834e-1
14329,CN(CCCO[Cu])CCNC(=O)[Au],1.4143e+0,4.1871e+2,1.7000e+1,1.2475e+0,1.1606e-4,3.6425e-8,2.1522e-8,2.7440e-8,2.5600e-1
14330,CC(CCOC(=O)CO[Cu])OC(=O)[Au],1.3932e+0,4.3467e+2,1.7000e+1,1.3854e+0,3.9807e-5,2.1570e-8,1.1182e-8,1.7146e-8,1.0500e-2
14331,C#CCCN(CCO[Cu])CCOC(=O)[Au],1.4241e+0,4.4372e+2,1.9000e+1,1.2937e+0,9.6493e-5,4.2642e-8,2.2731e-8,2.9575e-8,3.5734e-2
14332,N#CCCCN(CCCOC(=O)[Au])CCO[Cu],1.3743e+0,4.7276e+2,1.7000e+1,1.2812e+0,1.2037e-4,3.7030e-8,2.9121e-8,3.9443e-8,3.4542e-1
14333,COCCN(CCOC(=O)[Au])CC(C)O[Cu],1.4276e+0,4.6375e+2,1.9000e+1,1.2573e+0,2.0995e-4,8.1302e-8,4.9166e-8,5.8786e-8,2.5098e-1
14334,C#CCCCC(=O)N(C)CC(COC(=O)[Au])O[Cu],1.4260e+0,4.8576e+2,3.1000e+1,1.3392e+0,2.3766e-5,1.7489e-8,8.4771e-9,8.9799e-9,4.8561e-2
14335,C=CCN(CCOC)CC(COC(=O)[Au])O[Cu],1.4919e+0,4.7576e+2,3.1000e+1,1.2780e+0,1.7538e-4,5.8449e-8,2.9526e-8,3.1325e-8,9.2076e-2
14336,C=C(C)CN(C)CC(CO[Cu])OC(=O)[Au],1.4438e+0,4.4574e+2,3.1000e+1,1.2453e+0,9.3591e-5,7.3483e-8,3.2703e-8,2.8129e-8,-3.0898e-1
14337,CC(C)(CN(CCO[Cu])CC(F)F)NC(=O)[Au],1.4697e+0,4.8275e+2,1.9000e+1,1.3577e+0,8.6715e-5,5.1339e-8,1.7770e-8,2.2942e-8,-3.3713e-1
14338,CC(CCOC(=O)[Au])NCC(C)(C)CO[Cu],1.3985e+0,4.6178e+2,1.6000e+1,1.1946e+0,4.9087e-5,3.7865e-8,1.6975e-8,2.2518e-8,-2.8786e-1
14339,CC(NC(=O)[Au])C(C)NC(=O)CN[Cu],1.3846e+0,4.3171e+2,1.9000e+1,1.3581e+0,4.1709e-5,9.4020e-9,7.6497e-9,5.4312e-9,3.7729e-1
14340,C=C(Cl)CN(CCN[Cu])CCOC(=O)[Au],1.4178e+0,4.6517e+2,1.9000e+1,1.3760e+0,9.9496e-5,4.0478e-8,2.6934e-8,3.1591e-8,3.8970e-2
14341,CC(C)CCNC(=O)C(COC(=O)[Au])N[Cu],1.3360e+0,4.6075e+2,3.1000e+1,1.2824e+0,5.4337e-5,2.3733e-8,1.3385e-8,6.0529e-9,1.2500e-1
14342,CSCCC(C)NC(CO[Cu])COC(=O)[Au],1.4539e+0,4.7982e+2,2.6000e+1,1.3034e+0,3.5453e-5,3.4911e-8,2.1712e-8,3.2415e-8,-2.4303e-1
14343,CN(CCCCCCCO[Cu])CCOC(=O)[Au],1.4716e+0,4.7581e+2,1.2000e+1,1.1832e+0,1.2698e-4,5.7896e-8,3.5948e-8,5.4928e-8,2.3128e-1
14344,CC(CN(C)CCC(N[Cu])C(C)C)OC(=O)[Au],1.3612e+0,4.7482e+2,1.7000e+1,1.1498e+0,5.6792e-5,3.4847e-8,2.1232e-8,1.9330e-8,-1.2613e-1
14345,C=CC(COC(=O)[Au])O[Cu],1.4017e+0,3.7461e+2,3.1000e+1,1.3590e+0,5.0843e-5,2.8232e-8,1.3940e-8,1.8845e-8,-7.4064e-2
14346,CC(C)CC(CCO[Cu])CNC(=O)[Au],1.4630e+0,4.3175e+2,2.2000e+1,1.1740e+0,4.3261e-5,4.6334e-8,3.1000e-8,1.9535e-8,-4.2171e-1
14347,C=CC(COC(=O)[Au])NCCOCCO[Cu],1.4634e+0,4.6174e+2,1.4000e+1,1.2758e+0,1.7938e-4,4.9724e-8,2.3331e-8,3.9326e-8,1.4544e-1
14348,C=CCC(C)NC(=O)C(N[Cu])C(C)OC(=O)[Au],1.2608e+0,4.7276e+2,3.1000e+1,1.2744e+0,4.7570e-5,2.9501e-8,1.8760e-8,8.2826e-9,4.7492e-3
14349,CCC(CO[Cu])(COC(=O)[Au])NC(C)COC,1.4674e+0,4.7778e+2,2.6000e+1,1.2484e+0,3.8079e-5,2.7844e-8,1.4668e-8,1.7781e-8,-1.2263e-1
14350,CCCCN(CCCO[Cu])CC(C)NC(=O)[Au],1.3612e+0,4.7482e+2,1.7000e+1,1.1632e+0,5.6008e-5,3.3695e-8,1.8729e-8,1.9232e-8,-4.5091e-2
14351,CC(CN(C)CCOCCO[Cu])OC(=O)[Au],1.4491e+0,4.6375e+2,1.4000e+1,1.2487e+0,1.9091e-4,4.8992e-8,3.1451e-8,4.4215e-8,3.2939e-1
14352,C#CCOCCN(C)CC(COC(=O)[Au])O[Cu],1.2550e+0,4.7375e+2,3.1000e+1,1.2772e+0,1.3407e-4,5.1877e-8,3.5273e-8,3.7345e-8,3.2149e-1
14353,CC(CCOC(=O)[Au])NC(C)C(C)(C)CO[Cu],1.4389e+0,4.7581e+2,1.6000e+1,1.1910e+0,2.9789e-5,2.3907e-8,1.7859e-8,1.8585e-8,6.4134e-2
14354,CCC(CNC(COC(=O)[Au])CC(F)F)O[Cu],1.4633e+0,4.8373e+2,1.9000e+1,1.3522e+0,4.5318e-5,4.3419e-8,1.7119e-8,1.6318e-8,-1.0781e+0
14355,CC(C)(OC(=O)[Au])C(=O)OCCOCCO[Cu],1.4734e+0,4.7872e+2,1.4000e+1,1.3348e+0,1.1947e-4,3.6129e-8,2.2480e-8,2.1601e-8,1.0572e-1
14356,CCC(NCC(C)OC(=O)[Au])C(C)(C)O[Cu],1.4415e+0,4.6178e+2,1.9000e+1,1.1963e+0,3.2835e-5,2.7402e-8,1.8809e-8,1.4463e-8,7.0053e-2
14357,CCC(C)(O[Cu])C(=O)OCCCOC(=O)[Au],1.4419e+0,4.6272e+2,1.7000e+1,1.3067e+0,5.5104e-5,2.6222e-8,1.7240e-8,2.1337e-8,1.4298e-1
14358,CC(C)C(CNC(=O)[Au])CN(C)C(C)CN[Cu],1.3674e+0,4.7384e+2,1.7000e+1,1.1699e+0,4.2558e-5,1.9086e-8,9.2920e-9,9.0832e-9,-1.8035e-1
14359,CCCN(CCOCCO[Cu])CCOC(=O)[Au],1.4797e+0,4.7778e+2,1.4000e+1,1.2357e+0,1.7588e-4,6.6740e-8,4.3258e-8,5.4711e-8,3.6545e-1
14360,CC(CCOC(=O)[Au])NCCOCCO[Cu],1.4393e+0,4.6375e+2,1.3000e+1,1.2529e+0,2.5954e-4,8.4725e-8,5.4842e-8,6.7489e-8,2.6932e-1
14361,CSCCCN(CCO[Cu])CCOC(=O)[Au],1.4892e+0,4.7982e+2,1.9000e+1,1.3202e+0,8.9830e-5,5.5019e-8,2.4166e-8,3.9378e-8,-1.7414e-1
14362,CC(C)CC(CO[Cu])NC(=O)C(C)NC(=O)[Au],1.3546e+0,4.7478e+2,1.9000e+1,1.2573e+0,3.7903e-5,1.8747e-8,1.3844e-8,8.5912e-9,4.3389e-1
14363,COCCNC(CO[Cu])COC(=O)[Au],1.3632e+0,4.3570e+2,2.6000e+1,1.3171e+0,9.6684e-5,3.7648e-8,1.9790e-8,2.8147e-8,1.9389e-1
14364,CC(C)(CNCCOCCO[Cu])OC(=O)[Au],1.4491e+0,4.6375e+2,1.4000e+1,1.2472e+0,1.1531e-4,4.3728e-8,3.2639e-8,3.6181e-8,3.4273e-1
14365,O=CC(O[Cu])C(C=O)OC(=O)[Au],1.3899e+0,4.0460e+2,3.1000e+1,1.6208e+0,3.8197e-5,1.2574e-8,1.0316e-8,1.0182e-8,2.7460e-1
14366,CC(CCOC(=O)[Au])NC(CO[Cu])C(C)C,1.4486e+0,4.6178e+2,1.7000e+1,1.2014e+0,3.4765e-5,2.4163e-8,1.2723e-8,2.3802e-8,-3.9007e-1
14367,CC(CCNC(=O)C(C)O[Cu])OC(=O)[Au],1.4150e+0,4.4771e+2,1.7000e+1,1.3404e+0,6.2465e-5,2.1355e-8,1.2539e-8,1.0832e-8,4.6035e-2
14368,CC(NC(=O)[Au])C(=O)NC(CO[Cu])CC(F)F,1.4700e+0,4.8270e+2,1.9000e+1,1.4923e+0,4.7812e-5,1.5888e-8,1.3884e-8,7.8362e-9,1.7134e-1
14369,CC(NC(=O)[Au])C(=O)N(CCO[Cu])CC(F)F,1.4700e+0,4.8270e+2,1.9000e+1,1.4952e+0,5.3779e-5,2.3382e-8,1.1766e-8,9.4454e-9,8.0103e-2
14370,C=C(C)C(=O)OCC(COC(=O)[Au])O[Cu],1.4365e+0,4.4668e+2,3.1000e+1,1.3806e+0,4.8391e-5,4.1536e-8,2.2555e-8,2.4154e-8,1.1789e-2
14371,CC(CCCN(CCO[Cu])C(C)C)OC(=O)[Au],1.4389e+0,4.7581e+2,1.6000e+1,1.1817e+0,4.1468e-5,2.8139e-8,1.9354e-8,2.9721e-8,9.7771e-2
14372,C=CC(OC(=O)[Au])C(=O)NCC(CCC)O[Cu],1.3612e+0,4.7375e+2,1.9000e+1,1.2926e+0,9.0802e-5,3.2984e-8,1.7304e-8,1.6936e-8,3.2138e-1
14373,CC(CCOC(=O)C(C)(C)O[Cu])OC(=O)[Au],1.4419e+0,4.6272e+2,1.7000e+1,1.2890e+0,7.1697e-5,3.0732e-8,1.9565e-8,1.9877e-8,5.4788e-2
14374,CC(F)(F)CNCC(COC(=O)[Au])O[Cu],1.3706e+0,4.5568e+2,3.1000e+1,1.4038e+0,5.4048e-5,3.7800e-8,1.5082e-8,1.1643e-8,-2.4546e-1
14375,CN(CCCO[Cu])C(=O)C(C)(C)COC(=O)[Au],1.4392e+0,4.7576e+2,1.6000e+1,1.3006e+0,4.1720e-5,1.7346e-8,1.6073e-8,1.2574e-8,2.0185e-1
14376,N#CCN(CCOCCO[Cu])CCOC(=O)[Au],1.3755e+0,4.7473e+2,1.4000e+1,1.3265e+0,2.0479e-4,5.1180e-8,3.2380e-8,5.0769e-8,3.0150e-1
14377,CCCC(CC(=O)NCCOC(=O)[Au])O[Cu],1.4489e+0,4.6174e+2,1.7000e+1,1.3275e+0,7.6117e-5,2.8784e-8,1.0900e-8,1.2656e-8,5.4061e-3
14378,CCCC(CC(=O)OCCOC(=O)[Au])O[Cu],1.4419e+0,4.6272e+2,1.7000e+1,1.3207e+0,5.5682e-5,5.8865e-8,1.8282e-8,3.3297e-8,-4.4023e-1
14379,CC(O[Cu])C(=O)OCCCNC(=O)[Au],1.4011e+0,4.3368e+2,1.7000e+1,1.3521e+0,5.4997e-5,1.6342e-8,1.8435e-8,1.7707e-8,4.0056e-1
14380,CN(CC#N)CC(OC(=O)[Au])C(C)(C)O[Cu],1.3495e+0,4.5874e+2,3.1000e+1,1.2875e+0,5.4245e-5,2.3332e-8,1.0072e-8,1.0350e-8,1.0702e-1
