Molality,Monomer Molecular Weight,Degree of Polymerization,CONDUCTIVITY,Mol_smiles_clean,is_valid,Topological_diameter_bonds,BRICS_unique_frag_count,BRICS_largest_frag_heavy_atoms,Fgroup_carbonyl,Fgroup_ester,Fgroup_amide,Fgroup_ether,Fgroup_alcohol,RingCount,AromaticAtomCount,Hybrid_SP,Hybrid_SP2,Hybrid_SP3,NumHDonors,NumHAcceptors,EState_sum,EState_max,EState_min,EState_std,EState_mean,Gasteiger_max,Gasteiger_min,Gasteiger_mean,Gasteiger_std,SASA_sum,MolLogP,TPSA,NumRotatableBonds,FractionCSP3,R_eff,D,Tg,eta
1.4005,467.71,19.0,7.5748e-05,COCC(CNCC(CF)OC(=O))O,True,10.0,5,4,1,1,0,2,1,0,0,0,3,11,2,5,43.166666666666664,12.105996551398338,-0.7895880574452006,4.210615945044031,3.083333333333333,0.29299404892409964,-0.460431630057729,-0.08749250871126642,0.23361144779810053,104.81634461944415,-0.9055999999999997,67.79,9,0.875,7.762332083291364e-10,3.3309234074447373e-10,101.32900000000001,115.67237442922375
1.4735,475.72,13.0,6.952e-05,O=C(CCNC(=O)COC(=O))NCCN,True,12.0,5,4,3,1,2,1,0,0,0,0,9,6,3,5,46.333333333333336,10.992086718946839,-0.43636587196607013,4.06348914626043,3.088888888888889,0.2930886405067509,-0.457795325746466,-0.08302556805353839,0.24667148659451102,108.63835645394332,-2.2593999999999976,110.52,8,0.625,7.806394055742837e-10,3.312122530321602e-10,111.676,178.3961661341853
1.4422,462.68,17.0,0.00010438,NC(=O)C(COC(=O))NC(=O)CCO,True,9.0,4,5,3,1,2,1,1,0,0,0,9,5,3,5,48.16666666666667,10.898290816326531,-1.0562500000000001,4.502828344474004,3.4404761904761907,0.292666842046471,-0.4651372266105664,-0.08943113704100135,0.2622048478247687,97.33148803352015,-2.488099999999999,118.72000000000001,7,0.5714285714285714,7.734404990871021e-10,3.3429505777253976e-10,113.012,197.4255053656102
1.4327,476.75,16.0,2.6533e-05,CC(COC(=O))COC(=O)C(C)(C)CO,True,10.0,4,7,2,2,0,2,1,0,0,0,6,9,1,5,43.75,11.381498015873017,-0.8836942161123709,3.946091232054859,2.9166666666666665,0.3133554576364725,-0.46747850660602014,-0.067782808267725,0.2411397490871902,114.74423772984413,0.3572,72.83,7,0.8,7.812023970995326e-10,3.3097355728287923e-10,105.24100000000001,131.38701622971286
1.468,477.69,26.0,3.8499e-05,COC(=O)CC(=O)NC(CO)COC(=O),True,10.0,5,5,3,2,1,2,1,0,0,0,9,6,2,6,49.666666666666664,11.077874149659864,-0.7154109977324266,4.407540170740515,3.311111111111111,0.31453939529705155,-0.46861955843753783,-0.0765480517704998,0.272433070193637,104.75894191610203,-1.8003999999999993,101.93,7,0.625,7.817154879291139e-10,3.307563177632612e-10,111.155,177.56389776357827
1.4787,477.69,31.0,4.1056e-05,COC(=O)CC(=O)NCC(CO)OC(=O),True,10.0,5,5,3,2,1,2,1,0,0,0,9,6,2,6,49.666666666666664,10.999532312925169,-0.8017620937263799,4.3932714133866515,3.311111111111111,0.3145392267651825,-0.46861955933313193,-0.07543154985911524,0.2730339285313211,104.75894191610203,-1.8003999999999993,101.93,7,0.625,7.817154879291139e-10,3.307563177632612e-10,111.155,177.56389776357827
1.4418,461.74,19.0,2.7746e-05,CC(O)C(=O)NC(C)C(C)(C)OC(=O),True,8.0,4,5,2,1,1,1,1,0,0,0,6,8,2,4,41.58333333333333,11.09917044595616,-1.0652952569916863,4.008001651434909,2.970238095238095,0.2931864124663294,-0.4596985247345731,-0.06950565107249143,0.22980546517689518,107.4686987016192,-0.17650000000000032,75.63,5,0.7777777777777778,7.72916359304962e-10,3.3452175415002225e-10,106.30000000000001,136.49593379940077
1.4056,460.75,16.0,3.1809e-05,CC(CCN(C)C(=O)CCN)OC(=O),True,10.0,4,5,2,1,1,1,0,0,0,0,6,8,1,4,38.50000000000001,11.24900179516251,-0.15219765684051434,3.5823660391186536,2.7500000000000004,0.2928435417295127,-0.46481258532298275,-0.07200669455783577,0.2173610538810074,109.60068400731018,-0.2547999999999992,72.63,7,0.7777777777777778,7.72363570059866e-10,3.3476117511071104e-10,103.601,133.03024682551006
1.3868,448.7,19.0,8.4612e-05,CC(CNC(COC(=O))C(N)=O)O,True,8.0,4,5,2,1,1,1,1,0,0,0,6,7,3,5,41.33333333333334,10.700041572184428,-0.7501851851851853,4.048978104392856,3.17948717948718,0.2926483232410745,-0.4656694661512968,-0.09550069283833472,0.24717216456995403,95.97990693381199,-2.016299999999999,101.64999999999999,7,0.7142857142857143,7.655707930523739e-10,3.377314530182925e-10,108.2,151.26822448572
1.323,462.72,31.0,7.2499e-05,CC(C)NC(=O)NCC(COC(=O))O,True,10.0,5,4,2,1,2,1,1,0,0,0,7,7,3,4,41.83333333333334,10.988025793650793,-0.8767479213907785,3.902500710345156,2.9880952380952386,0.31457941347988394,-0.46507134783649584,-0.08674357562856226,0.24364147656022075,105.3067049029012,-0.7720999999999998,87.66000000000001,6,0.75,7.734627871540583e-10,3.342854247420249e-10,107.804,143.54727030625833
1.3782,458.69,26.0,5.6401e-05,CC(CO)(COC(=O))NC(=O)CC#N,True,9.0,4,5,2,1,1,1,1,0,0,2,6,6,2,5,45.91666666666667,10.992110260770975,-1.0328935185185184,4.207641565684344,3.279761904761905,0.29266375845239595,-0.4653199401691367,-0.06962586273436318,0.23743239599165228,98.47148376785229,-1.0597200000000002,99.41999999999999,6,0.625,7.712107785463468e-10,3.3526156988274824e-10,109.753,175.32428115015975
1.4135,465.79,19.0,6.8222e-05,CSCC(CNCC(C)O)OC(=O),True,8.0,5,4,1,1,0,1,1,0,0,0,3,10,2,5,34.0,10.07847552910053,-0.3692956349206351,3.233175657770221,2.6153846153846154,0.29292964957391937,-0.4623474032235704,-0.08254286845959093,0.21054256668343366,107.06534451254409,-0.13860000000000022,58.559999999999995,8,0.875,7.751695778763222e-10,3.3354938545743264e-10,100.29100000000001,114.48744292237444
1.4398,441.71,19.0,7.1595e-05,C#CCC(N)C(=O)NCCNC(=O),True,10.0,4,7,2,0,2,0,0,0,0,2,6,5,3,3,39.0,11.048337112622828,-0.6655267384731678,3.655789656847511,3.0,0.23746565110787496,-0.3569089503838388,-0.08955435069411227,0.20362009636127001,95.55257351591632,-1.800799999999999,84.22,6,0.5,7.61574528886514e-10,3.3950365528108896e-10,105.01499999999999,209.61077844311376
1.4415,461.78,19.0,3.3876e-05,CCCN(CC(C)OC(=O))C(C)CO,True,8.0,5,4,1,1,0,1,1,0,0,0,3,11,1,4,35.166666666666664,10.103909674981104,-0.11754629629629654,3.1282336507693804,2.511904761904762,0.29288996973254017,-0.46351767276311107,-0.07597599078533175,0.1991075356999705,115.44391557100028,0.6406999999999998,49.769999999999996,8,0.9,7.729386776093882e-10,3.345120949641611e-10,98.132,108.91453940066593
1.4923,477.73,17.0,6.4606e-05,COCCC(COC(=O))NC(=O)CCO,True,9.0,5,5,2,1,1,2,1,0,0,0,6,9,2,5,43.99999999999999,11.123955498866213,-0.2702758881330305,3.843626301525888,2.9333333333333327,0.29265167027883116,-0.4657133603690052,-0.08376322054848367,0.2366781500586954,112.58224393112613,-0.9368999999999996,84.86,9,0.7777777777777778,7.817373066447278e-10,3.307470861736038e-10,105.745,135.78327864174634
1.4633,483.73,19.0,8.8543e-05,CC(CN(C)CC(C)(O)C(F)F)OC(=O),True,9.0,4,7,1,1,0,1,1,0,0,0,3,12,1,4,49.41666666666667,12.29432988473167,-2.803476421432771,4.951059411508953,3.2944444444444447,0.29288996658720207,-0.4635181056004339,-0.06742523078508963,0.22003890084565556,111.79016226178491,0.4958000000000001,49.77,7,0.8888888888888888,7.849964163358922e-10,3.2937390661323814e-10,101.327,113.86477712573355
1.3842,446.77,16.0,0.00011879,CCN(CCCCO)CCNC(=O),True,10.0,5,5,1,0,1,0,1,0,0,0,3,10,2,3,32.0,9.972356882185075,0.2679980788611742,2.9935817772949815,2.4615384615384617,0.20666770968870465,-0.39637570656771415,-0.08961633073505991,0.17543680108525525,108.16837654277538,-0.17319999999999997,52.57,9,0.8888888888888888,7.644715618072109e-10,3.38217076008315e-10,96.19099999999999,108.09327007116993
1.323,462.72,31.0,6.7276e-05,CCOCCNC(=O)C(CO)NC(=O),True,10.0,6,5,2,0,2,1,1,0,0,0,6,8,3,4,41.5,11.179305083144369,-0.8804383975812551,3.9627146415590695,2.9642857142857144,0.2445496849957299,-0.3936792299033664,-0.0899870685104472,0.22605380093345562,105.3067049029012,-1.753999999999998,87.66,8,0.75,7.734627871540583e-10,3.342854247420249e-10,105.804,140.88415446071903
1.355,475.81,17.0,5.6532e-05,CCCN(CCO)CCC(C)(C)OC(=O),True,9.0,5,5,1,1,0,1,1,0,0,0,3,12,1,4,36.75000000000001,10.240759952129,-0.4134948979591837,3.041838714615976,2.4500000000000006,0.29311083265589716,-0.4618266140519212,-0.07294854829375831,0.19217361891099566,124.6187986857325,1.0324,49.77,9,0.9090909090909091,7.806886313908456e-10,3.3119136865783315e-10,98.535,108.26940365597842
1.3292,461.78,31.0,1.527e-05,CCCC(CC)NCC(COC(=O))O,True,10.0,4,6,1,1,0,1,1,0,0,0,3,11,2,4,35.16666666666667,9.852364295657043,-0.6054572940287228,3.1613306081063848,2.5119047619047623,0.2926715282261045,-0.46509240558224735,-0.08147177825578202,0.20025531548855446,115.2920007166433,0.6885999999999999,58.56,9,0.9,7.729386776093882e-10,3.345120949641611e-10,98.89,109.7558268590455
1.4477,480.76,26.0,7.3719e-05,COCNC(=S)NC(CO)COC(=O),True,10.0,3,7,1,1,0,2,1,0,0,0,7,7,3,5,40.166666666666664,9.882954415964427,-0.40550359032501926,3.2104500407585346,2.869047619047619,0.29265315098667494,-0.46561897680706443,-0.09530273174584467,0.2449190704350239,107.44262516483695,-1.4116999999999997,79.82,7,0.7142857142857143,7.833865463574118e-10,3.3005077445889743e-10,107.03999999999999,149.64649490713
1.3553,475.76,17.0,3.1371e-05,CCC(C(=O)N(C)CCOC(=O))C(C)O,True,9.0,4,8,2,1,1,1,1,0,0,0,6,9,1,4,42.33333333333333,11.731948223733937,-0.6556117199966409,3.965512536814728,2.822222222222222,0.2926410998833051,-0.4660138600516738,-0.07046529435910992,0.2194525252049324,116.79549667070843,0.02479999999999999,66.84,7,0.8,7.806612844814021e-10,3.3120297043769233e-10,103.94399999999999,129.76779026217227
1.3606,473.84,19.0,8.8876e-05,CCCC(CC)N(CCN)CCNC(=O),True,9.0,5,6,1,0,1,0,0,0,0,0,3,12,2,3,33.333333333333336,10.15500921201814,0.6037055933484504,2.458516464725284,2.2222222222222223,0.20666771119568336,-0.3573922200068063,-0.0831471811525559,0.15430080354195957,128.4982132235738,0.5718000000000008,58.36,10,0.9090909090909091,7.796097105067236e-10,3.31649712466883e-10,99.056,108.84187393866746
1.3635,435.65,26.0,3.7232e-05,COC(=O)NC(CO)COC(=O),True,8.0,5,4,2,2,1,2,1,0,0,0,7,5,2,5,39.5,10.55592970521542,-0.6772694633408916,4.030695060480796,3.2916666666666665,0.4067673395927191,-0.4656162160985125,-0.08788757615205268,0.2860369813241528,85.05759458692943,-1.1237000000000008,84.86000000000001,5,0.6666666666666666,7.580756950604472e-10,3.410706054958377e-10,105.537,158.06839740389418
1.4527,473.75,16.0,5.7436e-05,C=C(CO)C(=O)NC(C)(C)CCOC(=O),True,10.0,4,6,2,1,1,1,1,0,0,0,8,7,2,4,44.08333333333334,11.341382275132275,-0.5017824074074073,3.824839661071372,2.9388888888888896,0.2925769950875653,-0.4678062111752423,-0.07463294577250214,0.2195334535332062,113.14403778383158,-0.007200000000000539,75.63,7,0.6,7.795603483333255e-10,3.316707127020145e-10,105.501,175.5424292845258
1.4811,475.76,26.0,4.3389e-05,CCCCCC(=O)NC(CO)COC(=O),True,11.0,4,7,2,1,1,1,1,0,0,0,6,9,2,4,42.0,11.28422052154195,-0.4959939531368105,3.8356246266461396,2.8,0.2926531533623313,-0.465618639108935,-0.07683662982904742,0.21868339394208514,116.64358181635144,0.21679999999999977,75.63,9,0.8,7.806612844814021e-10,3.3120297043769233e-10,103.702,129.4656679151061
1.4418,461.74,19.0,5.7309e-05,CC(C)C(O)C(=O)N(C)CCOC(=O),True,9.0,4,7,2,1,1,1,1,0,0,0,6,8,1,4,40.833333333333336,11.410698223733938,-0.9896008125472411,4.033930447223902,2.916666666666667,0.2926410999290925,-0.46601384677066143,-0.07124912432266788,0.22942926613496664,107.62061355597618,-0.36529999999999996,66.84,6,0.7777777777777778,7.72916359304962e-10,3.3452175415002225e-10,103.542,132.95448708802968
1.4011,433.68,17.0,0.00012923,CN(CCO)C(=O)CCOC(=O),True,9.0,4,4,2,1,1,1,1,0,0,0,6,6,1,4,37.16666666666667,11.026666666666667,-0.14731481481481445,4.03959310174411,3.0972222222222228,0.292589831303673,-0.46735278055695445,-0.07867888331901719,0.24401127125518168,89.27084732651176,-0.9998000000000007,66.84,6,0.7142857142857143,7.569313009778764e-10,3.415862654799922e-10,100.73599999999999,140.8332334731376
1.4784,477.73,31.0,6.2121e-05,COC(=O)C(C)N(C)CC(CO)OC(=O),True,9.0,5,4,2,2,0,2,1,0,0,0,6,9,1,6,44.33333333333333,11.144182728647014,-0.6253647014361305,3.880726613706328,2.9555555555555553,0.32227815186563463,-0.46785035141644593,-0.07404904754575864,0.25182474795991294,112.73415878548307,-0.9863999999999999,76.07,7,0.7777777777777778,7.817373066447278e-10,3.307470861736038e-10,105.987,136.0940219717506
1.3375,464.76,26.0,2.231e-05,CNC(=S)NC(COC(=O))C(C)O,True,8.0,3,5,1,1,0,1,1,0,0,0,7,6,3,4,37.0,9.907129708364828,-0.6469907407407409,3.315976745293902,2.8461538461538463,0.29265334203525545,-0.4656068411808154,-0.09000662301173067,0.23724085073833032,102.32907993533007,-0.9972999999999996,70.59,5,0.7142857142857143,7.745977794927308e-10,3.337956074380551e-10,105.594,147.6249251048532
1.4866,473.79,13.0,6.5446e-05,CC(CNC(=O)CCCCCN)NC(=O),True,12.0,4,8,2,0,2,0,0,0,0,0,6,9,3,3,39.0,11.256438492063491,-0.018063140379608766,3.4326737927759443,2.6,0.2195661379789362,-0.3544531179039279,-0.08315708675284018,0.1849615053143721,120.52299635419273,-0.24379999999999885,84.22,9,0.8,7.795822878488008e-10,3.31661378607529e-10,105.22300000000001,131.3645443196005
1.456,460.75,17.0,6.6424e-05,CC(CN)C(=O)NC(C)(C)COC(=O),True,9.0,4,6,2,1,1,1,0,0,0,0,6,8,2,4,39.25,11.417851001511716,-0.5541435185185186,3.653050210155146,2.8035714285714284,0.2926620768085998,-0.46542829604252467,-0.07526404283174205,0.21865546518270348,109.44876915295318,-0.3509999999999993,81.42000000000002,6,0.7777777777777778,7.72363570059866e-10,3.3476117511071104e-10,106.35900000000001,136.57169353688116
1.3943,482.77,16.0,6.9272e-05,CC(COC(=O))CS(=O)(=O)CCCO,True,10.0,2,11,1,1,0,1,1,0,0,0,5,9,1,5,44.24999999999999,11.308013038548753,-3.129311696900983,4.75987582360536,3.160714285714285,0.2925860357755272,-0.4675809013422008,-0.06841951601737689,0.20858603860156788,106.55474355295124,-0.40729999999999994,80.67,8,0.875,7.844767768442913e-10,3.295920847600376e-10,106.411,121.47374429223744
1.3552,475.77,17.0,3.9819e-05,COCC(NC(=O))C(=O)NCCC(C)N,True,9.0,5,5,2,0,2,1,0,0,0,0,6,9,3,4,41.333333333333336,11.45127456538171,-0.6383512849584283,3.604040300953177,2.7555555555555555,0.24448053196191719,-0.3819968092145319,-0.08770915109355536,0.21051339149769993,116.46165846896737,-1.3990999999999976,93.44999999999999,8,0.7777777777777778,7.806667540165667e-10,3.3120064995166665e-10,108.267,139.02168640319587
1.3614,474.78,17.0,4.2767e-05,CCCCC(NC(=O))C(=O)NCCCO,True,10.0,4,7,2,0,2,0,1,0,0,0,6,9,3,3,41.0,11.499717498110353,-0.44338624338624344,3.8246017810857396,2.7333333333333334,0.2420692123276352,-0.39630669047112055,-0.08243799828008529,0.19652260926423365,118.54292590285878,-0.21019999999999944,78.43,9,0.8,7.801248978168442e-10,3.3143069404592725e-10,104.16400000000002,130.04244694132336
1.3677,472.72,19.0,2.7004e-05,CC(C)C(O)C(=O)NC(C#N)COC(=O),True,9.0,4,7,2,1,1,1,1,0,0,2,6,7,2,5,47.66666666666667,11.260837112622827,-1.1693693310657605,4.230545618640531,3.177777777777778,0.29268844699802765,-0.4645543181350001,-0.06632900324703818,0.23192682378734558,107.64636688258452,-0.81532,99.42000000000002,6,0.6666666666666666,7.789949799816351e-10,3.319114281481509e-10,111.156,166.48427358961558
1.4934,475.77,14.0,0.00011576,CC(CNC(=O))N(C)C(=O)COCCN,True,11.0,6,3,2,0,2,1,0,0,0,0,6,9,2,4,41.0,11.466459750566894,-0.12162131519274366,3.547172556199459,2.7333333333333334,0.24810858330307578,-0.37032257773046723,-0.08264716650468748,0.21069432763410054,116.61357332332436,-1.4453999999999971,84.66,8,0.7777777777777778,7.806667540165667e-10,3.3120064995166665e-10,106.509,136.76430303894992
1.4348,462.72,19.0,4.8868e-05,CNC(=O)C(CNCC(C)OC(=O))O,True,10.0,5,5,2,1,1,1,1,0,0,0,6,8,3,5,41.833333333333336,10.82467789430587,-1.0801563681027975,3.9218243432964024,2.988095238095238,0.29288981530865055,-0.46352803089355804,-0.08570839386726915,0.23977517853652958,105.3067049029012,-1.7555999999999992,87.66000000000001,7,0.75,7.734627871540583e-10,3.342854247420249e-10,106.804,142.2157123834887
1.4006,468.75,17.0,9.7308e-05,CC(CCOC(=O))S(=O)(=O)CCO,True,9.0,2,10,1,1,0,1,1,0,0,0,5,8,1,5,42.75,11.220837112622828,-3.2367422524565383,4.8863898766278515,3.2884615384615383,0.2925762097051525,-0.4678542243043196,-0.06880400762615711,0.21777131734428065,97.37986043821901,-0.6548999999999998,80.67,7,0.8571428571428571,7.768081264884646e-10,3.32845818046143e-10,106.009,123.53304478108873
1.3073,465.17,31.0,6.1469e-05,C=C(Cl)CN(C)CC(CNC(=O))O,True,9.0,4,4,1,0,1,0,1,0,0,0,5,8,2,3,36.11111111111111,9.901808048836818,-0.5775771604938276,3.3062953118722707,2.7777777777777777,0.20671388191066462,-0.38995179286891507,-0.08372540829145582,0.1805325947405748,104.39224512223714,-0.22240000000000004,52.57000000000001,7,0.625,7.748254896705384e-10,3.33697509662318e-10,100.031,159.79392971246008
1.394,447.71,19.0,4.1856e-05,CCC(C)(CO)NC(=O)COC(=O),True,8.0,4,6,2,1,1,1,1,0,0,0,6,7,2,4,39.416666666666664,11.02923611111111,-0.635587679516251,4.012868457447212,3.032051282051282,0.29308864284745434,-0.45779499291814835,-0.07781613899934306,0.23862683931901724,98.293815586887,-0.5633999999999999,75.63,6,0.75,7.650073332915152e-10,3.3798020629877855e-10,103.897,138.34487350199734
1.261,472.72,31.0,5.248e-05,CC(C#N)C(=O)N(C)CC(COC(=O))O,True,10.0,4,6,2,1,1,1,1,0,0,2,6,7,1,5,47.333333333333336,11.365294312169311,-0.9351455026455031,4.198878057356569,3.155555555555556,0.29267185761942793,-0.46507118678091436,-0.06331004018227875,0.23028936590895768,107.79828173694149,-0.8616199999999998,90.63000000000001,6,0.6666666666666666,7.789949799816351e-10,3.319114281481509e-10,109.39800000000001,163.85122316525215
1.4934,475.77,14.0,7.6233e-05,CCC(CNC(=O)COCCN)NC(=O),True,11.0,6,4,2,0,2,1,0,0,0,0,6,9,3,4,41.0,11.149472789115647,-0.19944538926681776,3.5215473920367395,2.7333333333333334,0.24557068522339065,-0.3703309142172953,-0.0877861505743188,0.21007519959532683,116.46165846896739,-1.3974999999999966,93.44999999999999,9,0.7777777777777778,7.806667540165667e-10,3.3120064995166665e-10,107.267,137.73762305607076
1.4989,387.66,26.0,4.1431e-05,C=CC(CCNC(=O))O,True,7.0,2,6,1,0,1,0,1,0,0,0,5,4,2,2,26.833333333333332,9.656106386999245,-0.5023611111111113,3.5172061417727662,2.9814814814814814,0.20662441538318574,-0.3889898626441352,-0.09958487164739041,0.1917939559739243,69.97937899568771,-0.3306000000000001,49.33,5,0.5,7.29150196453375e-10,3.5460092801672586e-10,93.632,186.89021956087825
1.3845,446.72,16.0,4.8154e-05,CC(CC(=O)NCCCO)NC(=O),True,10.0,4,5,2,0,2,0,1,0,0,0,6,7,3,3,38.0,11.054435941043085,-0.1466421012849588,3.9118069713706496,2.923076923076923,0.22155255351217526,-0.3963066905155595,-0.08806888093367583,0.20803381605715346,100.1931596733943,-0.9903999999999995,78.43,7,0.75,7.644430422825472e-10,3.382296940710187e-10,103.358,137.62716378162452
1.4599,443.68,31.0,4.9037e-05,CC#CC(=O)NCC(COC(=O))O,True,10.0,4,5,2,1,1,1,1,0,0,2,6,5,2,4,41.0,10.715109126984126,-0.8955498866213156,3.9177578304625302,3.1538461538461537,0.2954665495574668,-0.46507135321910303,-0.07347066154043974,0.2412251042908037,91.67315897807502,-1.3401999999999994,75.63,5,0.5,7.627050420537829e-10,3.3900042882856974e-10,104.494,208.57085828343313
1.4225,484.67,26.0,3.667e-05,CC(CO)(COC(=O))C(=O)OCC(F)F,True,9.0,4,7,2,2,0,2,1,0,0,0,6,9,1,5,55.749999999999986,11.71214167611489,-2.7741831485680697,5.285610916898408,3.716666666666666,0.31734244930940675,-0.46659796375114004,-0.06384883184507659,0.2649907437430154,101.91560130589652,-0.033700000000000285,72.83,7,0.75,7.855045642547581e-10,3.2916083252966095e-10,106.03300000000002,141.1890812250333
1.3357,460.8,31.0,3.6979e-05,CCCC(CC)NCC(CN)OC(=O),True,9.0,4,6,1,1,0,1,0,0,0,0,3,11,2,4,33.16666666666667,10.108539777021921,-0.19592025699168603,2.692669579362316,2.3690476190476195,0.29294750924281115,-0.46187717605182105,-0.08051342228721893,0.19081050171271632,117.27207116797726,0.6550000000000001,64.35,9,0.9,7.723915076845037e-10,3.3474906670200836e-10,99.95000000000002,110.93229744728082
1.4299,445.74,17.0,3.5098e-05,CC(N)C(=O)N(C)CCCNC(=O),True,9.0,4,5,2,0,2,0,0,0,0,0,6,7,2,3,35.99999999999999,11.217508030990174,-0.45460170487948304,3.608823524418728,2.7692307692307687,0.2384375200078167,-0.3586112757458671,-0.0813504777001026,0.2009786809018082,102.32514497908524,-1.071899999999999,75.43,6,0.75,7.638836294709818e-10,3.3847738889888954e-10,103.66000000000001,138.02929427430095
1.369,433.68,19.0,6.6599e-05,CC(C)(CO)NC(=O)COC(=O),True,8.0,4,5,2,1,1,1,1,0,0,0,6,6,2,4,37.916666666666664,10.870347222222222,-0.6772543461829175,4.071150602014156,3.159722222222222,0.2930886428418895,-0.45779499453214206,-0.08008268481017948,0.2480857923009069,89.11893247215478,-0.9534999999999998,75.63,5,0.7142857142857143,7.569313009778764e-10,3.415862654799922e-10,103.494,144.68903535050927
1.3988,461.74,16.0,5.2487e-05,CC(CCCNC(=O)C(C)OC(=O))O,True,10.0,4,6,2,1,1,1,1,0,0,0,6,8,2,4,40.833333333333336,11.120136999244142,-0.7508796296296298,3.926672673319436,2.916666666666667,0.29335740990828996,-0.45476938382035736,-0.07464130281321613,0.22969880083590394,107.46869870161922,-0.17490000000000022,75.63,7,0.7777777777777778,7.72916359304962e-10,3.3452175415002225e-10,104.30000000000001,133.92780710515052
1.4867,476.75,14.0,3.5116e-05,CC(COC(=O)CCCC(C)OC(=O))O,True,11.0,4,7,2,2,0,2,1,0,0,0,6,9,1,5,43.333333333333336,11.043168461829175,-0.6330831107057662,3.8747744029384283,2.888888888888889,0.3053748630313536,-0.46488437139573413,-0.06662331099159997,0.23953967835250164,114.74423772984413,0.6422000000000001,72.83,8,0.8,7.812023970995326e-10,3.3097355728287923e-10,104.24100000000001,130.13857677902624
1.4559,459.77,19.0,4.5114e-05,CCCCC(CN)NC(=O)CNC(=O),True,10.0,4,7,2,0,2,0,0,0,0,0,6,8,3,3,37.5,11.146342120181405,-0.19106198034769428,3.515880968179884,2.6785714285714284,0.2391460452577358,-0.3505667326443619,-0.0849183653985903,0.19396022417062858,111.34811323946052,-0.6338999999999981,84.22,8,0.7777777777777778,7.718155841101534e-10,3.349988541939618e-10,104.821,134.5968041090027
1.4919,475.76,31.0,4.1784e-05,CCC(C)C(=O)N(C)CC(COC(=O))O,True,10.0,4,6,2,1,1,1,1,0,0,0,6,9,1,4,42.33333333333333,11.587794312169311,-0.8257350718065009,3.9386249255665056,2.822222222222222,0.2926718576193936,-0.465071186801665,-0.07025834648570456,0.21989500825833863,116.79549667070842,0.02479999999999999,66.84,7,0.8,7.806612844814021e-10,3.3120297043769233e-10,103.94399999999999,129.76779026217227
1.2876,472.71,26.0,1.661e-05,CC#CCOC(=O)C(C)(CO)COC(=O),True,10.0,4,7,2,2,0,2,1,0,0,2,6,7,1,5,45.41666666666667,11.430790816326532,-1.2258616780045353,3.9673274078509992,3.027777777777778,0.3181027804135991,-0.4665979580635665,-0.06509946827212419,0.24496889491583138,108.12358112103217,-0.2755000000000001,72.83000000000001,6,0.6,7.789894869450733e-10,3.319137686182608e-10,105.837,176.10149750415974
1.3034,465.79,31.0,0.0001273,CSCCN(C)CC(CO)OC(=O),True,9.0,5,4,1,1,0,1,1,0,0,0,3,10,1,5,33.66666666666667,10.01373144473839,-0.3987443310657601,3.165722513240503,2.5897435897435903,0.2929851838315857,-0.46076215463283515,-0.08038343749677417,0.2110754245069869,107.21725936690106,-0.1849,49.77,8,0.875,7.751695778763222e-10,3.3354938545743264e-10,98.53300000000002,112.48059360730595
1.3485,475.76,19.0,7.2003e-05,CCC(NC(=O)C(C)(C)OC(=O))C(C)O,True,8.0,4,6,2,1,1,1,1,0,0,0,6,9,2,4,43.083333333333336,11.622361111111111,-1.204305555555556,4.02569722395414,2.8722222222222222,0.2936268342952412,-0.45175475418860706,-0.06767527664764948,0.2239535248617911,116.64358181635144,0.21359999999999985,75.63,6,0.8,7.806612844814021e-10,3.3120297043769233e-10,106.702,133.21098626716602
1.4582,447.75,26.0,3.1265e-05,CCCCCNC(CO)COC(=O),True,10.0,4,5,1,1,0,1,1,0,0,0,3,10,2,4,33.33333333333333,9.869897443175311,-0.12309618291761182,3.1629500320686392,2.564102564102564,0.29263482252761086,-0.4661451000108618,-0.0859334393889622,0.2066720380062713,106.11711760191108,0.3000999999999997,58.559999999999995,9,0.8888888888888888,7.650301154362546e-10,3.37970141447966e-10,97.48700000000001,109.54963166437759
1.4919,475.77,31.0,4.9566e-05,CCNC(C)C(=O)NCC(CN)OC(=O),True,10.0,5,4,2,1,1,1,0,0,0,0,6,9,3,5,41.333333333333336,11.399283824640968,-0.4580772864701441,3.564478597145576,2.7555555555555555,0.2929658325650524,-0.4613513818417727,-0.08292431169666441,0.22338614140891866,116.4616584689674,-1.3990999999999967,93.45000000000002,8,0.7777777777777778,7.806667540165667e-10,3.3120064995166665e-10,108.267,139.02168640319587
1.3845,446.72,16.0,6.3952e-05,CC(CCOC(=O))NC(=O)CCN,True,10.0,4,5,2,1,1,1,0,0,0,0,6,7,2,4,37.0,10.98469246031746,-0.06842309145880532,3.6159351574793646,2.8461538461538463,0.2925768131868774,-0.4678178209704534,-0.08077491131169055,0.22473067011058517,100.27388603822097,-0.5969999999999984,81.42,7,0.75,7.644430422825472e-10,3.382296940710187e-10,103.956,138.42343541944075
1.4919,475.77,31.0,4.5459e-05,CCNC(C)CNC(=O)C(CO)NC(=O),True,10.0,5,5,2,0,2,0,1,0,0,0,6,9,4,4,42.33333333333333,11.352638416477703,-0.8645124716553292,3.832052841428062,2.822222222222222,0.24452418610458992,-0.3936792299196056,-0.090326873781865,0.20938794901318414,116.38093210414075,-1.792499999999997,90.46000000000001,8,0.7777777777777778,7.806667540165667e-10,3.3120064995166665e-10,107.669,138.25381652161505
